"key","en","fr","ge","sp","ch","jp"
"VendingShop_owned_noSkill_1","抱歉，你没有销售许可证。","xxxx",,,,
"VendingShop_owned_noSkill_2","你没有这样做的权限。","xxxx",,,,
"VendingShop_owned_noSkill_3","你需要自动售货机许可证才能这样做。","xxxx",,,,
"VendingShop_owned_collection_1","全部属于(playername)。","xxxx",,,,
"VendingShop_owned_collection_2","这么多积分！你打算拿这些买点儿什么？","xxxx",,,,
"VendingShop_owned_collection_3","啊，感觉真不错！记得多往我里面放点食物。","xxxx",,,,
"VendingShop_owned_collection_4","我们会一起赚很多积分...呵呵呵。","xxxx",,,,
"VendingShop_owned_collection_5","记着，我只要可食用的物品！","xxxx",,,,
"VendingShop_owned_collection_6","嘿...嘿！把那个还回来！","xxxx",,,,
"VendingShop_owned_collection_7","求你了。我再也不要这样了。放了我...","xxxx",,,,
"VendingShop_owned_collection_8","什么感觉，(playername)? 那就是活着的感觉。","xxxx",,,,
"VendingShop_owned_collection_9","积分收着，但可别搞什么小动作...","xxxx",,,,
"VendingShop_owned_collection_10","记着多带点食物来。多多益善！","xxxx",,,,
,,,,,,
"shop_inventory_full","你的背包已满。","xxxx",,,,
,,,,,,
,,,,,,
"UI_TEXT",,,,,,
,,,,,,
"SOCIAL_TAB",,,,,,
,,,,,,
"friendship_level_1","素不相识","xxxx",,,,
"friendship_level_2","逐渐熟络","xxxx",,,,
"friendship_level_3","普通朋友","xxxx",,,,
"friendship_level_4","至交密友","xxxx",,,,
"friendship_level_4_Dating","共赴约会","xxxx",,,,
"friendship_level_5","至交密友","xxxx",,,,
"friendship_level_6","恋爱对象","xxxx",,,,
"friendship_level_7","婚姻伴侣","xxxx",,,,
,,,,,,
"SOCIAL_TAB",,,,,,
,,,,,,
"gift_101","健康饮品","xxxx",,,,
"gift_102","帽子","xxxx",,,,
"gift_103","水果","xxxx",,,,
"gift_104","能量饮料","xxxx",,,,
"gift_105","酒类","xxxx",,,,
"gift_106","耐热","xxxx",,,,
"gift_107","宝石","xxxx",,,,
"gift_108","贝壳","xxxx",,,,
"gift_109","材料","xxxx",,,,
"gift_110","咖啡","xxxx",,,,
"gift_111","种子","xxxx",,,,
"gift_112","茶饮","xxxx",,,,
"gift_113","小吃","xxxx",,,,
"gift_114","咖啡","xxxx",,,,
"gift_115","服装","xxxx",,,,
"gift_116","武器","xxxx",,,,
"gift_117","调酒原料","xxxx",,,,
"gift_118","机器配件","xxxx",,,,
"gift_119","奶茶","xxxx",,,,
"gift_120","裤子","xxxx",,,,
"gift_121","帽子","xxxx",,,,
"gift_122","牛奶","xxxx",,,,
"gift_123","酒类","xxxx",,,,
"gift_124","花卉","xxxx",,,,
"gift_125","种子","xxxx",,,,
"gift_126","稀有矿物","xxxx",,,,
"gift_127","钻头","xxxx",,,,
"gift_128","食谱","xxxx",,,,
"gift_129","食谱","xxxx",,,,
"gift_130","食谱","xxxx",,,,
"gift_131","食谱","xxxx",,,,
,,,,,,
,,,,,,
"101_URIEL","101_乌利尔",,,,,
,,,,,,
"Uriel_interaction1_1","再次见到你真好，(playername)。还在适应白荆港的生活吗？_这里比霓虹城步调要慢，但你会习惯这里的。","xxxx",,,,
"Uriel_interaction1_2","我多希望你见证过这座小镇的辉煌岁月。当年这儿是多么美轮美奂，也没有鱼腥味！哎！","xxxx",,,,
"Uriel_interaction1_3","你尝过干式熟成肉吗？那味道简直只应天上有。","xxxx",,,,
"Uriel_interaction1_4","我在想我会在哪里，要是我没...真不好意思！让你撞见我自言自语！希望你今天过得充实。","xxxx",,,,
"Uriel_interaction1_5","大多数人喜欢阳光，但我偏爱凉爽的雨天。雨天的确让我平静下来。","xxxx",,,,
"Uriel_interaction1_6","良好的方向感能让你迅速回到家里。诚然，这是一个需要锻炼的技能，但只要你掌握了一次，就再也不会迷茫。","xxxx",,,,
,,,,,,
"Uriel_interaction2_1_intro","我能跟你说件事吗？过去十五年来，我一直为我的梦想而活，也就是这件屠宰铺。没多少人能做到这一点。_热爱与梦想是生活的必需品。你对红杉馆有什么样的梦想？","xxxx",,,,
"Uriel_interaction2_1_option_1","我想了很多计划。看看哪个可行！","xxxx",,,,
"Uriel_interaction2_1_option_2","我还不清楚，这对我来说完全是件新事。","xxxx",,,,
"Uriel_interaction2_1_response_1","每个老板都是这么过来的，但空谈计划而不实干肯定无法维持生意。_你得为此奋斗才行。我是说，真的为此拼命！","xxxx",,,,
"Uriel_interaction2_1_response_2","可以理解，但要是卡斯托大厨把它交给了你，那他肯定是在你身上看到了值得信赖的品质。","xxxx",,,,
"Uriel_interaction2_2","我敢保证我卖的肉来源都是合乎道德的。曾几何时它有过名字，呼吸过空气，见过天空。_你应该吃曾有过名字的东西。这样你就知道人们曾经关心过它。","xxxx",,,,
"Uriel_interaction2_3","我确保自己能为顾客们提供最棒的肉。卖便宜货可不是这间店的宗旨。_最棒的肉只为我最棒的顾客们。","xxxx",,,,
"Uriel_interaction2_4","干这行的，标准很重要。如果人们看出你坚持高标准严要求，他们就会出来支持你。","xxxx",,,,
"Uriel_interaction2_5","我永远不会拿人们的信任牟利。_信任是最宝贵的货币，决不该被轻视浪费。","xxxx",,,,
"Uriel_interaction2_6","当我还是个孩子的时候，只要我没在祖父的渔船上，我就经常去丛林里探险。_以前能在那里听到各种奇怪的动静。林间低语之类的。相当可怕。","xxxx",,,,
,,,,,,
"Uriel_interaction3_1_intro","你有没有发觉，生活中的小事才是一天中的真正精彩之处？比方说，把刀插进关节，然后啪的一声，那感觉真是太爽了。_你在屠宰肉类的时候感受到过吗？","xxxx",,,,
"Uriel_interaction3_1_option_1","...什么？","xxxx",,,,
"Uriel_interaction3_1_option_2","...是啊，我懂这种感觉。","xxxx",,,,
"Uriel_interaction3_1_response_1","好吧，这真的挺快乐的，对我来说是这样。","xxxx",,,,
"Uriel_interaction3_1_response_2","对吧？！真是种让人舒服的声音。听到这声音就让我感觉花时间学这门手艺值了。","xxxx",,,,
"Uriel_interaction3_2","你跟鲍伊聊过了吗？他是我祖父！他会讲很多惊奇的故事。我就从他那里学到了一种国外用的腌制技巧。_还有六个月就能知道这技巧起没起效了。","xxxx",,,,
"Uriel_interaction3_3","当我有机会聊上几句时，我就会抓住机会，因为这个地方就是我的第二个家。_只不过这里没有沙发，只有肉块。几乎和家一样。","xxxx",,,,
"Uriel_interaction3_4","下雨的时候，我喜欢让自己放空片刻。_雨总是让我暂时忘却自己的世界，但很快我的心思又会回到手中的肉和切肉的刀上。","xxxx",,,,
"Uriel_interaction3_5","休息是什么？哈哈！当你干着自己的事业时，这趟列车就没有休息可言，我说得对吗？哈哈...哈。","xxxx",,,,
"Uriel_interaction3_6","我从来搞不懂为什么家装艺廊要用法语命名。他家的沙发是很棒，但为什么所有时髦的玩意都被当成是法国的？_法国人还吃蜗牛呢。难道这也时髦？就是时髦，因为那可是法国人！看吧，宣传就是能骗到所有人。","xxxx",,,,
,,,,,,
"Uriel_interaction4_1_intro","嘿，(playername)，你有没有一种千头万绪的感觉？_就是说，即便事情进展顺利，你还是觉得自己累得不行？","xxxx",,,,
"Uriel_interaction4_1_option_1","是有那么几天。工作是很辛苦。","xxxx",,,,
"Uriel_interaction4_1_option_2","没觉得，我清楚我在做什么，也知道自己所向何方。","xxxx",,,,
"Uriel_interaction4_1_response_1","是啊，像哈塞尔，她是个机器人，一直付出一切也不会觉得疲惫。她很活泼，能调出了不起的饮料。_我试着保持乐观，但总有几天会不顺心，而且这种日子来得更频繁。","xxxx",,,,
"Uriel_interaction4_1_response_2","那种感觉一定很好吧。这家店挺成功的，我也很享受这份工作，但我常常在想我是否也该尝试下别的工作。也许当个画家?","xxxx",,,,
"Uriel_interaction4_2","波马琳生了12个孩子，即便在她的丈夫离开她和孩子们之后，也依然喂养、抚育他们。_我无法想象她是如何挺过这种逆境的，但这让她成为了白荆港最强的猎人。","xxxx",,,,
"Uriel_interaction4_3","就算是现在，我心中还是有一部分觉得自己在等着这一切都落空。_希望人们能见识我的真正实力不过是一句谎言。我知道根本不会有这一天，但我还是希望它能成真。","xxxx",,,,
"Uriel_interaction4_4","抱歉刚才发泄了这么多。我没事的！我...我只是得放松一下。_最近真的很忙。太忙了...","xxxx",,,,
"Uriel_interaction4_5","我之前开玩笑说这里简直就是我的第二个家，但说真的，我都四天没回家了。_我一直忙个不停，都不知道自己在做的是不是...不管怎么说，别担心，我还好。","xxxx",,,,
"Uriel_interaction4_6","也许我应该找个时间去海滩散散步...那里总有可看可玩的好东西。","xxxx",,,,
,,,,,,
"Uriel_interaction5_1_intro","你觉得我会把人肢解掉然后当成上等肉卖吗？","xxxx",,,,
"Uriel_interaction5_1_option_1","呃，不会吧！完全不会？","xxxx",,,,
"Uriel_interaction5_1_option_2","乌利尔，你知道我是信任你的，但有的时候你说的东西听着真的很...吓人。","xxxx",,,,
"Uriel_interaction5_1_response_1","这是我听过最没有说服力的‘不会吧’。你想知道真相吗？我不会那么做，但我让所有人都以为我会那么做。_完全没影响到生意……可真奇怪。","xxxx",,,,
"Uriel_interaction5_1_response_2","而我也相信你。我足够信任你，所以可以让你知道真相...我并不会把人剁碎。我只是让人们都那么想，这样我就不至于被人欺负了。这么做完全没由损害到我的生意，可真奇怪。","xxxx",,,,
"Uriel_interaction5_2","也许我应该给我的肉块们起个名字？比方说，‘今天我们有五块苏珊和二十块弗雷德里克’之类的？再想想，也许还是算了，会出好多问题。","xxxx",,,,
"Uriel_interaction5_3","那天我正在往商店走，看到有人在森林的长椅上折纸飞机。_她只是坐在那边，折纸飞机，然后把它们投出去。她身边肯定散落着上百架纸飞机。","xxxx",,,,
"Uriel_interaction5_4","我全家都喜欢鱼。他们捕鱼、卖鱼，还用鱼做菜。我？我根本忍不了鱼的那股味。_完全对这东西提不起兴趣，所以我想明白了，既然我已经在家里的渔船上练就了一手好刀法，当个屠夫才是次佳的选择。","xxxx",,,,
"Uriel_interaction5_5","和我爸在一起很有意思，我挺喜欢他的，但说实话，我们之间还是有点分歧。_他和妈妈都对我选择做以陆地为基础的蛋白质生意这件事说不上完全高兴。这就让感恩节很尴尬，你明白吧？","xxxx",,,,
"Uriel_interaction5_6","我很高兴我们能聊聊，你知道吧。跟你聊天能帮我忘却生活中很多可怕的事。_我觉得很多人都在和自己所做的选择角力。我知道我也是这样，但有你这样的朋友，一切都好些了。","xxxx",,,,
,,,,,,
"Uriel_interaction6_1_intro","早上好，我的菲力牛排！_我要为咱俩留下些美味的牛肉块。","xxxx",,,,
"Uriel_interaction6_1_option_1","噢，你不必为我这么做！","xxxx",,,,
"Uriel_interaction6_1_option_2","嗯，听起来很棒。","xxxx",,,,
"Uriel_interaction6_1_response_1","这不是非做不可的问题，我是想做才这么做的。我想尽我所能，用最好的东西招待咱俩，因为咱们值得。","xxxx",,,,
"Uriel_interaction6_1_response_2","我现在正在熟成一块纽约牛排，几周后它就会变得非常美味。","xxxx",,,,
"Uriel_interaction6_2","自从我们在一起以来，我就开始不再将生活看成一项工作。_我开始看到生活可能展现出的各种层面，而且我还想和你一起见证这一切。","xxxx",,,,
"Uriel_interaction6_3","我希望我们能够长久下去，因为我真的觉得我们现在拥有的一切相当特别。","xxxx",,,,
"Uriel_interaction6_4","我大概永远都不会停止工作，因为我太喜欢我的工作了，但我永远不会让工作阻碍在你我之间。永远不会。","xxxx",,,,
"Uriel_interaction6_5","我试着不去预先设想任何事...但是..._...但是当我们老了，在一天将尽时，我只想喝点茶，握着你的手，让这一天轻轻过去。","xxxx",,,,
"Uriel_interaction6_6","我懂我们是一起的，但是我要向你说明这一点：我不会要你为我放弃自己的梦想。_我只是希望我能为你守候，看着你闪耀。","xxxx",,,,
,,,,,,
"101_URIEL_PROGRESSION","101_URIEL_进度",,,,,
,,,,,,
"Uriel_progression_restaurantOpen","祝贺你的餐厅开业，(playername)！_开店的初期很有意思，你可以看到你的梦想是会一飞冲天还是坠入悲伤之焰。_现在可能是最开心的阶段了！我确信，也许吧。","xxxx",,,,
"Uriel_progression_luciusReview","我读了卢修斯对你菜肴的评论。你的菜肴很不错，这里的大家都同意。_我不在乎他喜不喜欢你的菜，评论家就不该有那么大权力来左右人的想法！","xxxx",,,,
"Uriel_progression_bathhouseOpen","干得不错，浴场又重新运转起来了。_那可需要点胆量！我一直听说那边闹鬼，倒不是我相信鬼神，因为我要是信了的话，工作上就会出麻烦了，哈哈！干得好！","xxxx",,,,
"Uriel_progression_leSequoiaReputation","红杉馆干得漂亮！我常听人们四处走动时谈起红杉馆，都说着它有多棒。继续努力，你做得很棒！","xxxx",,,,
"Uriel_progression_teahouseReputation","前几天，我的几位顾客谈起这件茶屋。让我想在一整天的切割、制备肉品过后，来杯茶放松一下。","xxxx",,,,
"Uriel_progression_helpfullness1","我一直看到你回应那些布告板上的请求，总得有人说出来，你帮助别人真的很好。","xxxx",,,,
"Uriel_progression_helpfullness2","你处理了布告板上的请求，让这边的镇民们舒心了不少。你能这么做可真是个好人。坚持下去！","xxxx",,,,
,,,,,,
"Uriel_restaurantMenu_positive_1","至少可以说，红杉馆的菜单很有意思！我还没听说过这些菜式，(playername)，但它们听起来就好吃。","xxxx",,,,
"Uriel_restaurantMenu_positive_2","你为红杉馆准备的菜单很精彩。我等不及想尝尝你用我的肉做的菜了！","xxxx",,,,
"Uriel_restaurantMenu_negative_1","我现在说不清你的菜单怎么样，它真的感觉很...不对劲。它得多来点肉类选项，这是我的个人意见。","xxxx",,,,
"Uriel_restaurantMenu_negative_2","我觉得我现在不会去你家餐厅吃饭。目前的菜单不太合我心意。","xxxx",,,,
,,,,,,
"Uriel_environmentConsumer_positive_1","你让这个镇子既保持了干净，又运转了起来，(playername)！_要是我们失去了让牲畜四处活动和吃草的环境，肉的品质就会下降了。","xxxx",,,,
"Uriel_environmentConsumer_positive_2","洁净的空气还有茁壮的森林是保持镇子开心健康的关键。谢谢你确保我们活在安全的环境里。","xxxx",,,,
"Uriel_environmentConsumer_negative_1","我真的不知道该怎么强调了，我是多么讨厌这里到处漂浮的垃圾。_如果它进入了牲畜体内，我可没法保证肉的质量不下降。","xxxx",,,,
"Uriel_environmentConsumer_negative_2","如果我们没法尽快处理好所有这些污染，我就得寻求其他方式的蛋白质供应了，相信我，你不会想让这种情况发生的。","xxxx",,,,
,,,,,,
"Uriel_firstQuestComplete_1","(playername),再次感谢你帮忙送货。我真的得记住，就算不是紧急情况，也是可以请人帮忙的。","xxxx",,,,
"Uriel_firstQuestComplete_2","那天看着大海真的很惬意，因为会感觉自己仿佛有一刻不在那里，这种感觉很平和。","xxxx",,,,
"Uriel_firstQuestComplete_3","...噢，对了。我...我有时候就是搞不明白，你知道吧？为什么我会在这里？为什么我要...算了，别为此烦心。","xxxx",,,,
,,,,,,
"Uriel_secondQuestComplete_1","为人们提供食物的热情是我干这行的起因。我意识不到自己在加班。_我眼里只有工作，看不到工作以外的自己。谢谢你提醒我，就算我的工作很重要，我自己也一样重要。","xxxx",,,,
"Uriel_secondQuestComplete_2","在意识到只为工作而活并不算真正的活着以后，我决定尝试点业余爱好。_我试过几个常见的爱好，比如做瓶中船，还有织东西，但这些都没什么效果。我都要放弃了，直到我发现了...舞蹈！我爱它。","xxxx",,,,
"Uriel_secondQuestComplete_3","真有趣，如果没有你的帮助，我的精神状态真的不会像现在这么好。生活并不总是需要剧烈的变化。_我们能为自己做的小事往往是真正需要的。我再说最后一次，也许不是，谢谢你。","xxxx",,,,
,,,,,,
,,,,,,
"101_URIEL_INTERACT","101_URIEL_交互",,,,,
,,,,,,
"Uriel_compliment_looks","呃，谢谢？","xxxx",,,,
"Uriel_compliment_clothing","我的围裙该洗了，都沾上血了。","xxxx",,,,
"Uriel_compliment_mind","我不...不明白你为什么要这么想，但行吧。","xxxx",,,,
"Uriel_compliment_work","这些技艺是经过多年磨练而成的。谢谢你的称赞。","xxxx",,,,
"Uriel_encouragement","瞧，我都干这行好几年了，我知道我干得挺好的。谢谢。","xxxx",,,,
"Uriel_offerhelp_accept","当然，那会帮上大忙的。","xxxx",,,,
"Uriel_offerhelp_decline","没必要，我以前处理过很多了。","xxxx",,,,
"Uriel_present_useful_1","嘿，这可太棒了！谢谢！","xxxx",,,,
"Uriel_present_useful_2","啊，你怎么知道的？我喝过这个之后就好多了。","xxxx",,,,
"Uriel_present_useful_3","真心感谢，(playername)。这对我来说真的很棒。肉之类的太多了，你知道吧？","xxxx",,,,
"Uriel_present_valuable_1","这看起来真的很有价值！我其实不需要这个，但我很感激你这份心意。","xxxx",,,,
"Uriel_present_birthday_1","嘿，你还记得！你真是个好朋友，(playername)。","xxxx",,,,
"Uriel_present_useless_1","我觉得这个挺好的，但我不需要它。","xxxx",,,,
"Uriel_present_useless_2","谢谢，(playername)，但我不需要这个。","xxxx",,,,
"Uriel_present_useless_3","这是什么？你想让我拿着这个？","xxxx",,,,
"Uriel_gift_already_given","谢谢，但你今天已经给过我东西了。","xxxx",,,,
"Uriel_hug","嘿，我们来吧。现在去洗了你的衬衫，它沾上血了。","xxxx",,,,
"Uriel_hangout_decline","抱歉，我现在浑身是血，很多很多血。","xxxx",,,,
,,,,,,
,,,,,,
"101_URIEL_CHOP","销售肉类、鸡蛋",,,,,
,,,,,,
"Uriel_shop_default_1","你好！欢迎来到屠宰铺！我能为你做点什么？","xxxx",,,,
"Uriel_shop_default_2","你要点什么？","xxxx",,,,
"Uriel_shop_default_3","欢迎光临！你今天想来点什么？","xxxx",,,,
"Uriel_shop_default_4","屠宰铺，在这里刀劈入骨也不会停下。今天我能为你做点什么？","xxxx",,,,
"Uriel_shop_default_5","请进！我们今天有很棒的特价肉。","xxxx",,,,
"Uriel_shop_buy_1","美味！那是我的最爱。","xxxx",,,,
"Uriel_shop_buy_2","值得购买，那块可是一流的肉。","xxxx",,,,
"Uriel_shop_buy_3","啊，选得好！","xxxx",,,,
"Uriel_shop_sell_1","我还没见过这种的，我买了。","xxxx",,,,
"Uriel_shop_sell_2","瞧瞧这个！","xxxx",,,,
"Uriel_shop_sell_3","棒极了！我能用得上这个。","xxxx",,,,
"Uriel_shop_sell_rejected_1","我用不上这个，但还是谢谢你了。","xxxx",,,,
"Uriel_shop_sell_rejected_2","抱歉，不需要。","xxxx",,,,
"Uriel_shop_sell_rejected_3","我不需要这个，但可能有人需要。","xxxx",,,,
"Uriel_shop_too_poor_1","你确定你兜里没有任何信用点吗？","xxxx",,,,
"Uriel_shop_too_poor_2","嗯，看来你买不起这个。","xxxx",,,,
"Uriel_shop_too_poor_3","你需要更多信用点，抱歉了！","xxxx",,,,
,,,,,,
"102_ALOYS","102_阿洛伊斯",,,,,
,,,,,,
"Aloys_interaction1_1","……","xxxx",,,,
"Aloys_interaction1_2","你好。希望你能用得上这些虾。","xxxx",,,,
"Aloys_interaction1_3","我和虾打过很多交道，我知道，它们是非常活跃的小家伙。","xxxx",,,,
"Aloys_interaction1_4","钓鱼就是猜测并且期望你猜的是对的，但现在我们有了科技，所以我们不用再猜测了。","xxxx",,,,
"Aloys_interaction1_5","嘿，如果你看到任何古老科技碎片，请告诉我。","xxxx",,,,
"Aloys_interaction1_6","我要去哈塞尔那里买一杯奶茶。她总是有新商品推出。","xxxx",,,,
,,,,,,
"Aloys_interaction2_1_intro","(playername)，你的餐厅经营得怎么样？","xxxx",,,,
"Aloys_interaction2_1_option_1","还行。不过还可以更好。","xxxx",,,,
"Aloys_interaction2_1_option_2","不太好。压力很大。","xxxx",,,,
"Aloys_interaction2_1_response_1","如果你承受不住运营红杉馆的压力，请告诉我，我们可以钓一下鱼。","xxxx",,,,
"Aloys_interaction2_1_response_2","经营自己的事业会耗费很多精力，但我觉得值。我们找个时间去钓鱼，缓解一下压力吧。","xxxx",,,,
"Aloys_interaction2_2","煸炒虾仁、虾仁鸡尾酒、虾仁秋葵浓汤、单吃虾。虾的吃法多种多样。","xxxx",,,,
"Aloys_interaction2_3","虾很美味，但不要每天都吃，它们是不能常吃的食物。","xxxx",,,,
"Aloys_interaction2_4","这话天知地知你知我知，这个工作对我来说只是一份工作。我真正想要的工作是进军机器人领域。","xxxx",,,,
"Aloys_interaction2_5","如果你看到一个有假腿的人走来走去，不要问他是怎么变成这样的。简而言之，那不是鲸鱼咬的。","xxxx",,,,
"Aloys_interaction2_6","伙计，我希望有朝一日那间老澡堂能重新开张。在船上呆了一天后再进澡堂那会是一种享受。","xxxx",,,,
,,,,,,
"Aloys_interaction3_1_intro","如果你找到一个X-23伺服器，可以把它带给我吗？","xxxx",,,,
"Aloys_interaction3_1_option_1","当然。","xxxx",,,,
"Aloys_interaction3_1_option_2","你刚说什么？","xxxx",,,,
