"key","en","fr","ge","sp","ch","jp"
"Uriel_date_EastBeach_1B_Option","这感觉很自由，不是吗？(Romance)","xxxx",,,,
"Uriel_date_EastBeach_1A_Response","你应该试试，我发现这真的很放松。","xxxx",,,,
"Uriel_date_EastBeach_1B_Response","是的…真的。我很惊讶你也感受到了。","xxxx",,,,
"Uriel_date_EastBeach_Walk_1","我已经很久没有恋爱了。这就是为什么当我邀请你出去时有些犹豫的原因。","xxxx",,,,
"Uriel_date_EastBeach_Walk_2","我就像一块牛胸肉。给我足够的时间用小火慢炖，我会变得越发更加柔嫩。抱歉，我忍不住这样说，哈哈！","xxxx",,,,
"Uriel_date_EastBeach_Walk_3","正是这样的时刻让我感激自己从未离开过白荆港。遇见你真是太愉快了。","xxxx",,,,
"Uriel_date_EastBeach_Walk_4","我没有怎么约会过。只是从没有时间和…_我…从没想过会有人想和我这样的人约会。","xxxx",,,,
"Uriel_date_EastBeach_2A_Option","你在说什么？你是个绝佳的对象！(Friend)","xxxx",,,,
"Uriel_date_EastBeach_2B_Option","你让我感到温暖和安全。(Romance)","xxxx",,,,
"Uriel_date_EastBeach_2A_Response","哈哈！你真的这么认为吗， (playername)?","xxxx",,,,
"Uriel_date_EastBeach_2B_Response","我也有同感，(playername)。_我觉得我们频率相同，这很好。","xxxx",,,,
"Uriel_date_EastBeach_Walk_5","我把我们的关系比作一道惠灵顿牛排。_里面的惊喜等待着我们，我迫不及待地想知道我们会是一团糟还是美味的组合。","xxxx",,,,
"Uriel_date_EastBeach_Walk_6","我的手在很多方面都很熟练。它们强壮而坚定，但当我牵着你的手时，我必须克制自己不要握得太紧。_我喜欢你在我身边，但我不想让你感到窒息。","xxxx",,,,
"Uriel_date_EastBeach_Walk_End","今天过得真好，但是在切了一整天的肉之后，我的身体已经筋疲力尽了。我们可以回去了吗？","xxxx",,,,
"Uriel_date_EastBeach_End","多么美好的时光！谢谢你带我来这里，我希望我们能待久一点。_我现在很累，今晚如此放松以至于我只想倒头就睡！哈哈！","xxxx",,,,
,,,,,,
"Uriel_date_DeepWoods_Intro","这个地方空气里透着一丝寒意。我以前从未深入过这片树林。幸好你认识路，不然我现在早就迷路了。","xxxx",,,,
"Uriel_date_DeepWoods_1","待在这里就像在另一个星球…这里的一切都显得那么超凡脱俗。","xxxx",,,,
"Uriel_date_DeepWoods_1A_Option","有你在，我就不会飘走了。(Romance)","xxxx",,,,
"Uriel_date_DeepWoods_1B_Option","这里真的很宁静，不是吗？(Friend)","xxxx",,,,
"Uriel_date_DeepWoods_1A_Response","是的，如果要说我有什么特点的话，那就是我就像一块碎牛肉。_我本来想忍住不说这句话的，但最后还是说出来了，现在我们就到了这一步。","xxxx",,,,
"Uriel_date_DeepWoods_1B_Response","这里真的很宁静。谢谢你带我来这里。","xxxx",,,,
"Uriel_date_DeepWoods_Walk_1","我在想这些树的树龄有多大了？应该有几百岁，甚至上千岁了吧。","xxxx",,,,
"Uriel_date_DeepWoods_Walk_2","你以前在树上刻过名字吗？我一直觉得这种做法有点奇怪，但谁又能评判呢？毕竟我每天都在处理动物尸体。","xxxx",,,,
"Uriel_date_DeepWoods_Walk_3","我感觉到这里似乎有什么…不是动物，而是一种灵魂，但这不可能，因为这里只有你和我…对吧？","xxxx",,,,
"Uriel_date_DeepWoods_Walk_4","如果说到在这里的好处，那就是我可以和你待在一起。","xxxx",,,,
"Uriel_date_DeepWoods_Walk_5","嗯，这里的冷空气真的很舒服，(playername)。","xxxx",,,,
"Uriel_date_DeepWoods_End","我想我得准备回家了。这里的确很有趣，但我开始觉得有点毛骨悚然了。","xxxx",,,,
,,,,,,
"Uriel_date_LonelyCliffs_Intro","我们又到这里了。孤独崖…我从没想过会再次回到这里。","xxxx",,,,
"Uriel_date_LonelyCliffs_1","是的，这里景色不错，但我不太喜欢这个地方。太多不好的回忆了。","xxxx",,,,
"Uriel_date_LonelyCliffs_1A_Option","什么样的回忆？ (Friend)","xxxx",,,,
"Uriel_date_LonelyCliffs_1B_Option","我的意思是，这并不是这个地方的错。(Friend)","xxxx",,,,
"Uriel_date_LonelyCliffs_1A_Response","那种在约会时不会谈论的回忆。","xxxx",,,,
"Uriel_date_LonelyCliffs_1B_Response","……好吧。行。是啊，这里景色不错。","xxxx",,,,
"Uriel_date_LonelyCliffs_Walk_1","这里的风真大！这真的让我的过敏反应加剧了。","xxxx",,,,
"Uriel_date_LonelyCliffs_Walk_2","我只是真的很想回家，我们可以离开了吗？","xxxx",,,,
"Uriel_date_LonelyCliffs_End","嗯，这真是一次…体验。嗯，是的…是的。","xxxx",,,,
,,,,,,
,,,,,,
"102_ALOYS","102_阿洛伊斯",,,,,
,,,,,,
"102_ALOYS_ROMANTIC","102_阿洛伊斯_浪漫",,,,,
,,,,,,
"Aloys_romantic_decline","我很荣幸(playername)，但是你不是我的菜。抱歉。","xxxx",,,,
"Aloys_romantic_accept","嘿，对对对，我很赞成出去转转，当然。",,,,,
,,,,,,
"Aloys_romantic_like_location","噢，对！是个不错的位置。我们出发吧！","xxxx",,,,
"Aloys_romantic_neutral_location","好吧，听起来很酷。","xxxx",,,,
"Aloys_romantic_dislike_location","我不太喜欢这个主意，但是如果你想去，那也行吧。","xxxx",,,,
"Aloys_romantic_same_location","最热门的景点固然很好，但我们也应该尝试一些新的地方。","xxxx",,,,
,,,,,,
"Aloys_romantic_secondDate_endIntro","我……我真的享受我们在一起的时光，(playername)。","xxxx",,,,
"Aloys_romantic_secondDate_relationshipOption","我喜欢你。你觉得……我们能成吗？(Romance)","xxxx",,,,
"Aloys_romantic_secondDate_friendsOption","我觉得我们最好还是做朋友……(Friend)","xxxx",,,,
"Aloys_romantic_secondDate_relationshipAccept","我对此感到非常兴奋！我已经很久没有这种感觉了！哇哦！","xxxx",,,,
"Aloys_romantic_secondDate_relationshipDecline","说实话，我其实对你没那么感兴趣。希望你不会因此受到太大的伤害，但我想你会找到那个人的。好吧，下次见(playername)。","xxxx",,,,
"Aloys_romantic_secondDate_friendsResponse","我原本以为我们也许可以……但是，是的，这很酷。我仍然很高兴能和你一起出去玩。好吧，下次见(playername)。","xxxx",,,,
,,,,,,
"Aloys_date_Bathhouse_Intro","牡丹浴场……很难相信它现在已经开放了，但我们就在这儿！我喜欢在码头上度过漫长的一天后再来这里。","xxxx",,,,
"Aloys_date_Bathhouse_1","你为什么在众多地点中选择这里作为我们的约会地点？","xxxx",,,,
"Aloys_date_Bathhouse_1A_Option","我只是觉得这是一个令人平静的环境。(Friend)","xxxx",,,,
"Aloys_date_Bathhouse_1B_Option","我以为你会喜欢这里的机器。(Romance)","xxxx",,,,
"Aloys_date_Bathhouse_1A_Response","是的，这很棒。这也是我经常来这里的原因。","xxxx",,,,
"Aloys_date_Bathhouse_1B_Response","那可真的是……很棒。对，我喜欢来这里，因为：第一，我可以看着这些机械使这里变得温暖。_第二，我可以尽可能里码头远一些。还有第三，你也在这里。","xxxx",,,,
"Aloys_date_Bathhouse_Walk_1","我很高兴你说的是“想要成为”而不是“梦想成为”，因为只有当你睡觉时才会做梦。_“想要做”是伟大的起点。","xxxx",,,,
"Aloys_date_Bathhouse_Walk_2","我永远不会忘记，当我还是个小孩时，我经常在旧货市场的废品堆里翻来翻去。_我会找到各种没用的东西，但都是看起来很酷的无用之物。这就是我为什么想要做点别的事情，而不只是朝九晚五。","xxxx",,,,
"Aloys_date_Bathhouse_Walk_3","有朝一日……有朝一日我也许能攒下足够的信用点来申请霓虹城的工程学院。","xxxx",,,,
"Aloys_date_Bathhouse_Walk_4","你觉得我疯了吗，(playername)？追逐着这个梦想？","xxxx",,,,
"Aloys_date_Bathhouse_2A_Option","工程学看起来很难。你觉得可能吗？(Friend)","xxxx",,,,
"Aloys_date_Bathhouse_2B_Option","但如果你离开了……我……我会想念你的，阿洛伊斯。(Romance)","xxxx",,,,
"Aloys_date_Bathhouse_2A_Response","进入学校学习是很昂贵而且困难的，是的……现在不是每个人都能成为工程师。_显然这个世界需要更多渔夫而不是工程师，但我仍然可以抱有希望对吗？","xxxx",,,,
"Aloys_date_Bathhouse_2B_Response","啊哈，你说得对，(playername)。是的，我也会想念你的。_我……我只是想诚实面对我的梦想。我想如果我们是天生一对，我们会解决这个问题的。","xxxx",,,,
"Aloys_date_Bathhouse_Walk_5","我只想和你共有同一个时空。下雨的时候我想握住你的手。当夜晚凉意袭来时我想拥抱你。","xxxx",,,,
"Aloys_date_Bathhouse_Walk_6","我已经可看到如此之多而且我还仍然年轻。_我还没有走得太远，但是说真的，没多少人可以说他们在冬日看过日落时的荧光海浪。_我希望我们可以一起看到更多的世界的珍宝。","xxxx",,,,
"Aloys_date_Bathhouse_Walk_End","嘿，我虽然喜欢暖和的感觉，但是我的手起皱了。我们来擦干吧。","xxxx",,,,
"Aloys_date_Bathhouse_End","今晚很棒。非常非常棒。我希望我们的下一次约会更胜一筹。晚安，(playername)。","xxxx",,,,
,,,,,,
"Aloys_date_TownSquare_Intro","你知道，我经常来这里，但是通常是我在工作的时候。_能在城镇里散步而且没有午休迟到的压力真是太好了。即使这里是我日常生活的一部分。","xxxx",,,,
"Aloys_date_TownSquare_1","(playername)，你怎么还在这儿逗留？你的餐厅很成功。_你本来可以带着成就与荣耀回到霓虹城。","xxxx",,,,
"Aloys_date_TownSquare_1A_Option","但是那就意味着我们不再能见面了。(Romance)","xxxx",,,,
"Aloys_date_TownSquare_1B_Option","我喜欢这个小镇，我不想离开。(Friend)","xxxx",,,,
"Aloys_date_TownSquare_1A_Response","这太顺利了，(playername)。非常顺利。","xxxx",,,,
"Aloys_date_TownSquare_1B_Response","我懂了，(playername)。我之前说过，但是我的意思是，我爱这个小镇。_如果我必须离开，那也只是暂时的。这里有对我来说的重要之物，我同意！","xxxx",,,,
"Aloys_date_TownSquare_Walk_1","我们不要走得太接近码头。我今天一整天都待在那里，我并不想急着回到那里。","xxxx",,,,
"Aloys_date_TownSquare_Walk_2","你对这个小镇的热爱让我很高兴。就像是，我并没有疯狂地爱这个地方。_当然，这是个小城镇，但是当与世界上任何其他地方相比时，我真的认为它是最好的。","xxxx",,,,
"Aloys_date_TownSquare_Walk_3","小镇的喧嚣和繁忙真是令人平静。_我无法想象离开这个地方除非……当我没说。","xxxx",,,,
"Aloys_date_TownSquare_Walk_4","我曾经有过几段感情经历，但这段感情让我很期待它的发展。我真的很享受我们在一起的时光。","xxxx",,,,
"Aloys_date_TownSquare_Walk_5","我的脚真的开始疼痛难忍了，但是我和你在一起很开心，尽管我的足弓痛不欲生。","xxxx",,,,
"Aloys_date_TownSquare_End","在城镇度过的今晚将会铭刻进我心中的记忆之书。","xxxx",,,,
,,,,,,
"Aloys_date_SouthBeach_Intro","啊，对，大海。我每天都能看到它。这是一个非常浪漫的景点。","xxxx",,,,
"Aloys_date_SouthBeach_1","我猜这里的日落很美，虽然……只是，我已经看了它一整天了。","xxxx",,,,
"Aloys_date_SouthBeach_1A_Option","如此多的人来到这里来欣赏日落！(Friend)","xxxx",,,,
"Aloys_date_SouthBeach_1B_Option","我希望我能去！我通常被困在厨房里打转。(Friend)","xxxx",,,,
"Aloys_date_SouthBeach_1A_Response","如果这对游客来说已经足够好，为什么不是我们呢？对吧？我不是认真的，而且看来你也不是认真的，才这样评论。","xxxx",,,,
"Aloys_date_SouthBeach_1B_Response","我懂了，你基于你自己的意愿选择了这个地点，并没有考虑到我的想法。这听起来像是一段关系的合理基础。","xxxx",,,,
"Aloys_date_SouthBeach_Walk_1","我真的想要离我整天工作的地方远一点。是的，这里很漂亮，但是就……随便你吧。","xxxx",,,,
"Aloys_date_SouthBeach_Walk_2","我本来可以省去这个步骤，不用为了约会换一身衣服。我们本可以早点出发然后早点结束。","xxxx",,,,
"Aloys_date_SouthBeach_End","你瞧，我不能待在这里然后尝试在脑海中把这里当成另一个空间。你懂吗？_这就像我带你去你的厨房约会一样。那不浪漫，对吧？_我得走了。我之后再和你聊，再见。","xxxx",,,,
,,,,,,
,,,,,,
,,,,,,
"103_HASEL","103_哈塞尔",,,,,
,,,,,,
"103_HASEL_ROMANTIC","103_哈塞尔_浪漫",,,,,
,,,,,,
"Hasel_romantic_decline","爱情是一个奇怪的概念，甚至连人类都无法完全理解……我认为在我更加了解你之前，我还不能做到这一点。","xxxx",,,,
"Hasel_romantic_accept","有段时间我也感觉到了一些东西，我一直以为那啥一种不好的阻碍，但我猜那是爱情。",,,,,
,,,,,,
"Hasel_romantic_like_location","哦，那听起来非常糟糕……我是说非常好！","xxxx",,,,
"Hasel_romantic_neutral_location","我听说那里是一个平庸的场所，所以我确定那里还行。","xxxx",,,,
"Hasel_romantic_dislike_location","哦喔！我不想去，但是既然你看起来很坚定。好吧。","xxxx",,,,
"Hasel_romantic_same_location","我可能出了点小故障，但是我记得你已经带我去那里约会过一次了。","xxxx",,,,
,,,,,,
"Hasel_romantic_secondDate_endIntro","我真的很享受我们在一起的时光。_我发现当我和你聊天时，我的思绪不再那么混乱。","xxxx",,,,
"Hasel_romantic_secondDate_relationshipOption","当我和你在一起时，我也感觉平静一些。(Romance)","xxxx",,,,
"Hasel_romantic_secondDate_friendsOption","我认为我们做朋友更好。(Friend)","xxxx",,,,
"Hasel_romantic_secondDate_relationshipAccept","哦，这让我的大脑发出“wirrrrrr”的声音，但我稍后会进行调整。","xxxx",,,,
"Hasel_romantic_secondDate_relationshipDecline","好的……我明白了。是的，我认为我们作为非恋爱伴侣会更好。_我并没有根据这个约会的数据来预测一个十年之久的恋爱关系来作出这个决定……没有。","xxxx",,,,
"Hasel_romantic_secondDate_friendsResponse","我懂了……这很有道理！如果说有什么不同的话，那就是我们现在只是更亲近的朋友了！_……这对我们双方都有好处！耶！","xxxx",,,,
,,,,,,
"Hasel_date_LonelyCliffs_Intro","喔，嘿，波巴！看看这景色！我想这些悬崖一定非常孤单。","xxxx",,,,
"Hasel_date_LonelyCliffs_1","你觉得你已经被这个小镇上的人接纳了吗？因为你也是快荆岗的新成员。_我是说，白荆港。我很好奇，你刚来这里时紧张吗？","xxxx",,,,
"Hasel_date_LonelyCliffs_1A_Option","我之前有点紧张，但是你让我不再紧张。(Romance)","xxxx",,,,
"Hasel_date_LonelyCliffs_1B_Option","也许有一天会吧。我认为这并不容易。(Friend)","xxxx",,,,
"Hasel_date_LonelyCliffs_1A_Response","我……我不知道该怎么处理这个信息……我是不是，这是紧张吗？_但是是一种好的紧张？呃呃呃呃呃，不，但是没错，但是不。对，我想我喜欢这样。","xxxx",,,,
"Hasel_date_LonelyCliffs_1B_Response","是的，我发现他们……出奇的中立，当我第一次来到这里时。_一些当地人看到我不太高兴。那是不久之前的事情了，然后从那以后，他们中的一些人开始向我微笑。_大进步！","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_1","当我第一次见到你时，我就知道你身上有种特别的东西。_而且，当卡斯托大厨告诉我关于你的事情时，我感到病态的好奇。我是说，对你非常好奇。_我想这是因为你是一时兴起来到这里的。","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_2","我注意到，当我和你在一起时，我的口吃会减少。我想知道是什么原因造成的，我的意思是，为什么会这样？","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_3","我的模型并没有建立得过于复杂，但是阿洛伊斯和碧安卡一直在给我的感知能力升级。此时此刻，与你一起，我很高兴拥有这种能力。","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_4","我知道我的脸不能移动，但是它是我的，以及在它之下的感觉也是我的。_这就是为什么当你约我出去时，我感到很惊讶！","xxxx",,,,
"Hasel_date_LonelyCliffs_2A_Option","你真的很美丽而且令人惊叹，哈塞尔。(Romance)","xxxx",,,,
"Hasel_date_LonelyCliffs_2B_Option","从我们第一次见面起，我就想这么做。(Friend)","xxxx",,,,
"Hasel_date_LonelyCliffs_2A_Response","我……啊……嗡……哦……哦我的天呐(playername)。你差点把我的芯片烧坏了。_我的电源核心无法承受那种兴奋！我对你的感觉也一样(playername)！","xxxx",,,,
"Hasel_date_LonelyCliffs_2B_Response","哦……哦哇哦！我之前都不知道你是这么看我的。我……我……很受宠若惊。我真的受宠若惊！","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_5","这很有趣……不……不有趣。当我在城镇里时，我感到有点孤独……是从坏的一面。但在这里，我感到孤独，但是感觉很好！","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_6","在这里让我的大脑更自由，可以想出更多奇妙的饮品！与你在自然之间感觉很平淡……我的意思是，很激发灵感。","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_End","我觉得波巴很冷。我们可能要开始跑步，我是说，走回家。","xxxx",,,,
"Hasel_date_LonelyCliffs_End","我很久没有听到波巴这么平静了！他通常整天都烦躁不安。_我认为这对我们来说是个很好的改变。谢谢你带我们来这里。","xxxx",,,,
,,,,,,
"Hasel_date_EastBeach_Intro","啊，是的，这个海滩与镇子前面那个海滩稍有不同。_我的确喜欢这个地方，因为它的地质和岩石的构造。_是的，而且现在我在做听起来很聪明的事情，看看这块岩石，它真漂亮！","xxxx",,,,
"Hasel_date_EastBeach_1","我真的不理解为什么人们要如此拼搏努力生存。_我每天醒来，都知道我将要为人们制作一些美味的饮品。_为什么这很难理解？","xxxx",,,,
"Hasel_date_EastBeach_1A_Option","我很钦佩你内心的清透。(Romance)","xxxx",,,,
"Hasel_date_EastBeach_1B_Option","不是每个人都对自己的工作感到兴奋，哈塞尔。(Friend)","xxxx",,,,
"Hasel_date_EastBeach_1A_Response","你佩服我？！我佩服你才对！你冒了这么大的风险，我想这是因为你也知道自己每天想做什么。_那么我们很相似，不是吗？","xxxx",,,,
"Hasel_date_EastBeach_1B_Response","那就不要做那份工作了。我是说，就这么简单。只要停止做你讨厌的事情……等等，你需要钱来做事情。啊，我现在明白了。","xxxx",,,,
"Hasel_date_EastBeach_Walk_1","人们的家族史被视为等待解决的谜团。_我的家族史就在碧安卡的平板电脑上的制造商PDF手册里。_说实话，这让一个仿生人反倒他们的存在廉价而平淡。","xxxx",,,,
"Hasel_date_EastBeach_Walk_2","我从来没有想过能拥有一个自己的家庭，直到我遇见了你，而我们可以组成一个小家……等等，提这个还太早了吗？_我觉得确实还太早了！","xxxx",,,,
"Hasel_date_EastBeach_Walk_3","请忽略我最后的评论。我的软件完全坏了……哈哈哈哈……","xxxx",,,,
"Hasel_date_EastBeach_Walk_4","我的算法大脑假设我们有两个通往未来的分支。_我们会向哪个方向发展，我还不知道，但是和你在一起很开心。","xxxx",,,,
"Hasel_date_EastBeach_Walk_5","我觉得沙子开始让我的踝关节联轴器锁住了。我们可以回去了吗？","xxxx",,,,
"Hasel_date_EastBeach_End","我真的很高兴和你一起在这里。_这就是今晚的特别之处，而不是这个地点本身，因为即使我喜欢雨，我也不喜欢周围的空气中弥漫着太多的水汽。","xxxx",,,,
,,,,,,
"Hasel_date_Bathhouse_Intro","我很喜欢这个茶馆，但是我不能在里面呆太久。_我不喜欢待在浴场的浴室区。不，我没有打嗝。我不喜欢在这里了呆太久，除非我不得不呆在里面。","xxxx",,,,
"Hasel_date_Bathhouse_1","当我说我不喜欢这里的时候，你为什么不听我说？","xxxx",,,,
"Hasel_date_Bathhouse_1A_Option","我想让你知道也许一切没有那么糟糕？(Friend)","xxxx",,,,
"Hasel_date_Bathhouse_1B_Option","加油，你可以做到的！(Friend)","xxxx",,,,
"Hasel_date_Bathhouse_1A_Response","但是我就是说我不想去。_我本来不用解释原因的，但是事实就是如此，我的系统无法长时间承受这栋建筑物里的热量和湿气。","xxxx",,,,
"Hasel_date_Bathhouse_1B_Response","愤怒对我来说仍然是一种相当新的情绪，所以我愤怒了，我不能忍受又热又潮的封闭空间！","xxxx",,,,
"Hasel_date_Bathhouse_Walk_1","我真的……不能……这么做……","xxxx",,,,
"Hasel_date_Bathhouse_Walk_2","我感觉我的……系统……慢慢慢慢……_我……走走走了……","xxxx",,,,
"Hasel_date_Bathhouse_End","我说的对吗！(playername)，我还没有经历过那么多约会，但我必须说，这是我经历过的最糟糕的一次。_如果你想和一个具有更好的防雨密封性能的新式仿生人约会，那就去吧。晚安。","xxxx",,,,
,,,,,,
,,,,,,
"104_AIME","104_艾梅",,,,,
,,,,,,
"104_AIME_ROMANTIC","104_爱梅_浪漫",,,,,
,,,,,,
"Aime_romantic_decline","觉得我很有魅力是很自然的。我理解这一点，但也明白，我觉得你没那么有趣。祝你有个好日子。","xxxx",,,,
"Aime_romantic_accept","我必须得说，你的品味真是太棒了，而且根据这些信息，我也觉得你很有魅力。",,,,,
,,,,,,
"Aime_romantic_like_location","一想到要去这里，我的肌肉就兴奋地尖叫！","xxxx",,,,
"Aime_romantic_neutral_location","我的肌肉发现这是一个不错的选择。","xxxx",,,,
"Aime_romantic_dislike_location","我的肌肉认为这个想法很糟糕。","xxxx",,,,
"Aime_romantic_same_location","我的肌肉具有很强的记忆力和形态，它们记得和你一起去过那里。","xxxx",,,,
,,,,,,
"Aime_romantic_secondDate_endIntro","我无法用语言表达我有多么享受我们在一起的时光，所以我会让我肌肉展现我的情绪！","xxxx",,,,
"Aime_romantic_secondDate_relationshipOption","以这个姿势，我正在思考这是否是一个好主意！","xxxx",,,,
"Aime_romantic_secondDate_friendsOption","摆出这个姿势，我想知道做健身房的观察员是否有用！","xxxx",,,,
"Aime_romantic_secondDate_relationshipAccept","以这个姿势，我接受了！哇哦！请允许我张嘴庆祝！","xxxx",,,,
"Aime_romantic_secondDate_relationshipDecline","自从 Bea 之后，我发现自己对让谁进入我的内心更加谨慎了...我学会了以健康的方式处理自己的情绪。去健身房！","xxxx",,,,
"Aime_romantic_secondDate_friendsResponse","这...出乎意料，但并不令人不快！你是我的伙伴，朋友！让我们建立友谊吧！","xxxx",,,,
,,,,,,
"Aime_date_EastBeach_Intro","我想你不知道我有多爱这个海滩！我经常带孩子们来这里。这是我最喜欢的地方之一。这是命中注定的！","xxxx",,,,
"Aime_date_EastBeach_1","我必须知道，但你不会伤我的心，对吧？","xxxx",,,,
"Aime_date_EastBeach_1A_Option","艾米，我不知道未来会怎样，但我知道你的身体很棒，你的精神与我见过的任何人都不一样。(Romance)","xxxx",,,,
"Aime_date_EastBeach_1B_Option","哇，哇，我没想在这里做任何重大的事情！我只是想带你出去，因为我觉得你很迷人。(Friend)","xxxx",,,,
"Aime_date_EastBeach_1A_Response","(玩家名称)，我的心脏是我身体里最强健的肌肉。我为了我自己、我的孩子，也许也为了你，保持心脏的强健。","xxxx",,,,
"Aime_date_EastBeach_1B_Response","......我的努力终于有了回报！","xxxx",,,,
"Aime_date_EastBeach_Walk_1","自从 Bea 离开后，我就感到不完整...甚至我的收获也无法填补空白！但在这里，和你在一起，现在，我感觉我可以再次完整。","xxxx",,,,
"Aime_date_EastBeach_Walk_2","我很惊讶你想和我约会。我知道我是个奇迹。甚至是用大理石雕刻的，但我有六个孩子。这会让大多数人望而却步，但你不会。我很高兴。","xxxx",,,,
"Aime_date_EastBeach_Walk_3","如果我希望比昨天更伟大，我必须不断提高自己，这就是为什么我今天只提到我的前任一次。现在是两次...当我们犯错时，我们也必须原谅自己。","xxxx",,,,
"Aime_date_EastBeach_Walk_4","你最喜欢我身体的哪个部位？请说实话，这样我就可以专注于让那个部位变得更好。","xxxx",,,,
"Aime_date_EastBeach_2A_Option",,"xxxx",,,,
"Aime_date_EastBeach_2B_Option",,"xxxx",,,,
"Aime_date_EastBeach_2A_Response",,"xxxx",,,,
"Aime_date_EastBeach_2B_Response",,"xxxx",,,,
"Aime_date_EastBeach_Walk_5","大多数人认为我只是一个吵闹、肌肉发达的男人，只关心他的孩子、赚钱和他自己。他们说得没错，但我也确实喜欢看电影。","xxxx",,,,
"Aime_date_EastBeach_Walk_6","我相信，经过大量的努力，我们的关系将会像这些岩石结构一样：坚固，巨大，并且能够产生复杂的情感！","xxxx",,,,
"Aime_date_EastBeach_Walk_End","虽然我很想继续和你一起走，但我的孩子们正在等我在家做弓步。我们必须走了！","xxxx",,,,
"Aime_date_EastBeach_End","心脏是人体最强壮的肌肉之一，但在高强度锻炼后，它需要休息。我们的约会让我的心脏得到了它长久以来缺失的东西。我永远不会忘记我们在一起的夜晚，但我必须走了。晚安！","xxxx",,,,
,,,,,,
"Aime_date_Bathhouse_Intro","自从它重新开业以来，我养成了锻炼后来这里的习惯。蒸汽让我的肌肉欢呼雀跃！我很高兴能和你一起在我每天的聚会场所。","xxxx",,,,
"Aime_date_Bathhouse_1","告诉我，(playername)，你为什么认为我们匹配？不要太直接。","xxxx",,,,
"Aime_date_Bathhouse_1A_Option","我发现你不仅长得好看，而且还是个好父亲，这两个特点告诉我你是一个值得追求的人。(Romance)","xxxx",,,,
